"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
32,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
51,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
50,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,","<=50K"
29,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","60,","India,","<=50K"
32,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
27,"10th,","Divorced,","Transport-moving,","Male,","75,","United-States,","<=50K"
60,"7th-8th,","Divorced,","Adm-clerical,","Female,","35,","Cuba,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
46,"Assoc-acdm,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
39,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","52,","United-States,",">50K"
69,"7th-8th,","Married-civ-spouse,","Sales,","Male,","55,","United-States,","<=50K"
54,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
56,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
47,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
25,"Assoc-acdm,","Never-married,","Tech-support,","Female,","45,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,","<=50K"
24,"7th-8th,","Never-married,","Farming-fishing,","Male,","50,","United-States,","<=50K"
63,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
29,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,","<=50K"
64,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
44,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
26,"HS-grad,","Never-married,","Craft-repair,","Male,","60,","United-States,","<=50K"
36,"10th,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
55,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","38,","United-States,",">50K"
37,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Female,","40,","United-States,",">50K"
37,"10th,","Never-married,","Machine-op-inspct,","Male,","65,","United-States,","<=50K"
63,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","36,","United-States,",">50K"
33,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,","<=50K"
19,"Some-college,","Never-married,","Adm-clerical,","Female,","10,","United-States,","<=50K"
57,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
31,"Assoc-acdm,","Married-civ-spouse,","Sales,","Male,","45,","United-States,",">50K"
20,"Some-college,","Never-married,","?,","Female,","30,","United-States,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
20,"Some-college,","Never-married,","?,","Female,","20,","United-States,","<=50K"
25,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
18,"11th,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
26,"HS-grad,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
29,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
45,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
35,"Some-college,","Never-married,","Adm-clerical,","Female,","38,","United-States,","<=50K"
32,"Some-college,","Divorced,","Machine-op-inspct,","Male,","45,","United-States,","<=50K"
61,"HS-grad,","Widowed,","Other-service,","Female,","40,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Prof-specialty,","Male,","15,","United-States,","<=50K"
56,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
22,"Some-college,","Married-spouse-absent,","Adm-clerical,","Female,","39,","United-States,","<=50K"
49,"Bachelors,","Married-civ-spouse,","Machine-op-inspct,","Male,","48,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Other-service,","Female,","12,","United-States,","<=50K"
37,"HS-grad,","Separated,","Exec-managerial,","Male,","40,","United-States,","<=50K"
23,"Bachelors,","Never-married,","?,","Male,","50,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
27,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
34,"Assoc-voc,","Divorced,","Sales,","Female,","40,","United-States,","<=50K"
49,"9th,","Married-civ-spouse,","Handlers-cleaners,","Male,","45,","United-States,","<=50K"
41,"Some-college,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Adm-clerical,","Male,","21,","United-States,","<=50K"
38,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
47,"Assoc-acdm,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
44,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
41,"Bachelors,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
50,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","36,","United-States,",">50K"
73,"HS-grad,","Widowed,","Craft-repair,","Male,","24,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Male,","40,","Outlying-US(Guam-USVI-etc),","<=50K"
38,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
64,"Masters,","Married-civ-spouse,","?,","Male,","2,","United-States,","<=50K"
47,"Some-college,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
52,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","60,","Canada,",">50K"
24,"Bachelors,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
27,"7th-8th,","Divorced,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
61,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
58,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
51,"Bachelors,","Never-married,","Sales,","Female,","43,","United-States,",">50K"
49,"Some-college,","Divorced,","Sales,","Female,","55,","England,","<=50K"
23,"Some-college,","Never-married,","Adm-clerical,","Male,","20,","United-States,","<=50K"
19,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Farming-fishing,","Male,","53,","United-States,","<=50K"
56,"11th,","Divorced,","Sales,","Female,","40,","United-States,","<=50K"
35,"12th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
37,"Some-college,","Divorced,","Tech-support,","Female,","20,","United-States,","<=50K"
41,"Doctorate,","Divorced,","Sales,","Female,","50,","United-States,",">50K"
30,"11th,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
35,"Doctorate,","Married-civ-spouse,","Tech-support,","Female,","20,","?,","<=50K"
47,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
59,"10th,","Widowed,","Exec-managerial,","Female,","50,","United-States,",">50K"
55,"11th,","Married-civ-spouse,","Machine-op-inspct,","Male,","32,","United-States,","<=50K"
22,"Assoc-voc,","Never-married,","?,","Male,","20,","United-States,","<=50K"
31,"10th,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
30,"Masters,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
24,"Bachelors,","Never-married,","Exec-managerial,","Male,","48,","United-States,","<=50K"
49,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
23,"7th-8th,","Never-married,","Craft-repair,","Male,","25,","Germany,","<=50K"
50,"HS-grad,","Divorced,","Adm-clerical,","Female,","35,","United-States,","<=50K"
38,"Bachelors,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Prof-specialty,","Female,","20,","South,","<=50K"
49,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
45,"HS-grad,","Widowed,","Other-service,","Female,","50,","South,","<=50K"
46,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
19,"HS-grad,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
31,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","Cuba,","<=50K"
38,"HS-grad,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
56,"Masters,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
24,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
22,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
46,"HS-grad,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
30,"Preschool,","Never-married,","Farming-fishing,","Male,","40,","Mexico,","<=50K"
56,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","45,","United-States,",">50K"
32,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","?,","<=50K"
56,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","44,","United-States,",">50K"
50,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
28,"HS-grad,","Separated,","?,","Female,","30,","United-States,","<=50K"
30,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
42,"Assoc-voc,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
18,"11th,","Never-married,","Sales,","Female,","20,","?,","<=50K"
46,"10th,","Never-married,","Other-service,","Female,","25,","Ecuador,","<=50K"
31,"Bachelors,","Never-married,","Sales,","Female,","65,","United-States,",">50K"
38,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
44,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
55,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
19,"HS-grad,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
45,"Masters,","Divorced,","Exec-managerial,","Female,","40,","United-States,",">50K"
50,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","70,","United-States,","<=50K"
53,"9th,","Married-civ-spouse,","Other-service,","Male,","40,","Dominican-Republic,","<=50K"
41,"Bachelors,","Married-civ-spouse,","Sales,","Male,","65,","United-States,",">50K"
45,"Some-college,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
21,"10th,","Never-married,","Adm-clerical,","Female,","39,","United-States,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Tech-support,","Female,","40,","United-States,",">50K"
42,"HS-grad,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Tech-support,","Male,","30,","United-States,","<=50K"
46,"Bachelors,","Divorced,","Machine-op-inspct,","Male,","40,","?,","<=50K"
45,"Assoc-voc,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
32,"Some-college,","Never-married,","Tech-support,","Female,","20,","United-States,","<=50K"
30,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,","<=50K"
57,"Bachelors,","Married-civ-spouse,","?,","Male,","80,","United-States,",">50K"
37,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","56,","United-States,","<=50K"
18,"Some-college,","Never-married,","?,","Female,","40,","United-States,","<=50K"
32,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
43,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
46,"Masters,","Divorced,","Prof-specialty,","Female,","50,","United-States,","<=50K"
36,"HS-grad,","Divorced,","?,","Female,","28,","United-States,","<=50K"
33,"Masters,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
48,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","United-States,","<=50K"
34,"Some-college,","Never-married,","Protective-serv,","Male,","50,","United-States,",">50K"
33,"HS-grad,","Divorced,","Farming-fishing,","Male,","40,","United-States,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Female,","60,","Germany,","<=50K"
23,"HS-grad,","Never-married,","Sales,","Male,","55,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
22,"Assoc-acdm,","Never-married,","Sales,","Female,","25,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Farming-fishing,","Male,","20,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Sales,","Male,","45,","United-States,",">50K"
46,"Assoc-voc,","Never-married,","Transport-moving,","Male,","50,","United-States,","<=50K"
47,"Masters,","Divorced,","Sales,","Female,","6,","United-States,","<=50K"
47,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,",">50K"
52,"Some-college,","Divorced,","Transport-moving,","Female,","40,","United-States,","<=50K"
38,"9th,","Married-civ-spouse,","Craft-repair,","Male,","40,","Mexico,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
32,"5th-6th,","Married-civ-spouse,","Other-service,","Male,","40,","Mexico,","<=50K"
54,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Female,","10,","United-States,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Male,","25,","United-States,","<=50K"
25,"Assoc-acdm,","Never-married,","Sales,","Male,","48,","United-States,","<=50K"
25,"9th,","Never-married,","Craft-repair,","Male,","15,","United-States,","<=50K"
36,"Bachelors,","Divorced,","Prof-specialty,","Male,","44,","United-States,","<=50K"
69,"HS-grad,","Married-civ-spouse,","Tech-support,","Male,","30,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","45,","United-States,",">50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","20,","United-States,","<=50K"
21,"7th-8th,","Never-married,","Farming-fishing,","Male,","40,","United-States,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
21,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","32,","United-States,","<=50K"
25,"Assoc-acdm,","Married-civ-spouse,","?,","Male,","13,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Other-service,","Female,","40,","United-States,","<=50K"
34,"Assoc-voc,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,",">50K"
33,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,",">50K"
29,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
48,"HS-grad,","Married-civ-spouse,","Tech-support,","Male,","89,","United-States,","<=50K"
42,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
29,"11th,","Divorced,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
34,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Other-service,","Male,","25,","United-States,","<=50K"
41,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
45,"Some-college,","Divorced,","Exec-managerial,","Male,","50,","United-States,","<=50K"
22,"Assoc-voc,","Never-married,","?,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Divorced,","Handlers-cleaners,","Male,","44,","United-States,","<=50K"
19,"Some-college,","Never-married,","Adm-clerical,","Female,","38,","United-States,","<=50K"
24,"Some-college,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Sales,","Male,","30,","?,","<=50K"
32,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
52,"Masters,","Divorced,","Prof-specialty,","Male,","50,","United-States,",">50K"
36,"HS-grad,","Never-married,","Sales,","Male,","60,","United-States,",">50K"
18,"10th,","Never-married,","Machine-op-inspct,","Male,","30,","United-States,","<=50K"
27,"HS-grad,","Divorced,","Sales,","Female,","40,","United-States,","<=50K"
26,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
52,"Assoc-acdm,","Divorced,","Prof-specialty,","Female,","32,","United-States,","<=50K"
24,"Some-college,","Never-married,","Craft-repair,","Male,","40,","Mexico,","<=50K"
42,"HS-grad,","Divorced,","Adm-clerical,","Male,","40,","United-States,","<=50K"
39,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Female,","60,","United-States,",">50K"
20,"Some-college,","Never-married,","?,","Female,","35,","United-States,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","10,","United-States,","<=50K"
39,"HS-grad,","Widowed,","Handlers-cleaners,","Male,","40,","?,","<=50K"
68,"11th,","Married-civ-spouse,","?,","Male,","30,","United-States,","<=50K"
35,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","48,","United-States,","<=50K"
54,"Bachelors,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Prof-specialty,","Female,","8,","United-States,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","15,","United-States,","<=50K"
64,"Preschool,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Prof-specialty,","Female,","35,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","47,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","?,","<=50K"
38,"Some-college,","Separated,","Machine-op-inspct,","Male,","55,","United-States,",">50K"
22,"HS-grad,","Never-married,","Adm-clerical,","Female,","60,","United-States,","<=50K"
56,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
24,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
24,"Some-college,","Never-married,","Other-service,","Female,","75,","United-States,","<=50K"
22,"Assoc-acdm,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Exec-managerial,","Female,","30,","United-States,","<=50K"
42,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
41,"Masters,","Divorced,","Prof-specialty,","Female,","55,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
67,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","44,","United-States,","<=50K"
20,"Some-college,","Never-married,","Sales,","Female,","30,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
46,"HS-grad,","Separated,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
52,"HS-grad,","Never-married,","Sales,","Female,","36,","United-States,","<=50K"
44,"Bachelors,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
65,"11th,","Married-civ-spouse,","?,","Male,","40,","Mexico,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
27,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Female,","35,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Adm-clerical,","Female,","45,","United-States,","<=50K"
64,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
48,"HS-grad,","Divorced,","Adm-clerical,","Female,","37,","United-States,",">50K"
35,"7th-8th,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Tech-support,","Male,","45,","United-States,","<=50K"
63,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","32,","China,",">50K"
40,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","55,","United-States,",">50K"
33,"Some-college,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
40,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
25,"7th-8th,","Never-married,","Sales,","Male,","45,","Guatemala,","<=50K"
45,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","38,","United-States,",">50K"
30,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
53,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
63,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","Vietnam,","<=50K"
27,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","60,","United-States,","<=50K"
31,"11th,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,","<=50K"
39,"Bachelors,","Divorced,","Protective-serv,","Male,","40,","Mexico,",">50K"
42,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
19,"HS-grad,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
31,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
53,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
47,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","20,","United-States,","<=50K"
27,"Doctorate,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","United-States,",">50K"
52,"HS-grad,","Widowed,","Sales,","Female,","40,","United-States,","<=50K"
32,"Assoc-voc,","Divorced,","Craft-repair,","Male,","46,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
27,"Some-college,","Never-married,","Adm-clerical,","Male,","20,","United-States,","<=50K"
53,"HS-grad,","Widowed,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
18,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","20,","United-States,","<=50K"
41,"Bachelors,","Separated,","Sales,","Female,","30,","United-States,","<=50K"
27,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Female,","40,","Dominican-Republic,","<=50K"
30,"Some-college,","Divorced,","Sales,","Male,","40,","United-States,","<=50K"
41,"HS-grad,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Adm-clerical,","Female,","30,","United-States,","<=50K"
58,"HS-grad,","Married-spouse-absent,","Other-service,","Female,","40,","Honduras,","<=50K"
45,"Bachelors,","Divorced,","Protective-serv,","Female,","40,","United-States,","<=50K"
40,"10th,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
29,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
50,"Assoc-voc,","Married-civ-spouse,","Other-service,","Female,","40,","United-States,","<=50K"
26,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Separated,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
27,"Bachelors,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
36,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
37,"Some-college,","Never-married,","Other-service,","Male,","40,","Japan,","<=50K"
54,"Bachelors,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Divorced,","Farming-fishing,","Male,","50,","United-States,","<=50K"
44,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
38,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
49,"Some-college,","Divorced,","Craft-repair,","Female,","40,","United-States,","<=50K"
18,"11th,","Never-married,","Handlers-cleaners,","Male,","12,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Sales,","Male,","48,","United-States,","<=50K"
48,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","45,","?,",">50K"
32,"11th,","Married-civ-spouse,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
35,"HS-grad,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Never-married,","Adm-clerical,","Female,","45,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
42,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","72,","India,",">50K"
30,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
36,"Assoc-acdm,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
31,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
50,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,","<=50K"
38,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
45,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
29,"10th,","Separated,","Sales,","Female,","40,","United-States,","<=50K"
41,"Some-college,","Divorced,","Craft-repair,","Male,","46,","United-States,",">50K"
33,"Prof-school,","Never-married,","Prof-specialty,","Female,","50,","United-States,",">50K"
49,"Some-college,","Never-married,","Other-service,","Female,","60,","United-States,","<=50K"
28,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
49,"Bachelors,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
27,"HS-grad,","Separated,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","32,","United-States,","<=50K"
42,"Doctorate,","Never-married,","Exec-managerial,","Female,","40,","Italy,",">50K"
30,"HS-grad,","Never-married,","Exec-managerial,","Male,","60,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
37,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Female,","35,","United-States,","<=50K"
51,"HS-grad,","Married-spouse-absent,","Sales,","Female,","38,","United-States,","<=50K"
27,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
